"# Serious Injuries","# Visible Injuries","Agency Name (Crash Level) ","Date","Intersection Name (from Crash Report)","KABCO Severity","Light Conditions (Crash Level)","Location at Impact (Crash Level) ","Manner of Collision (Crash Level) ","Roadway (From Crash Report)","Surface Condition (Crash Level) ","Time","Safety Equipment (Crash Level) ","Weather Conditions (Crash Level)","# of Fatalities per Crash","Latitude","Longitude","Geolocated City","Geolocated County","First Harmful Event (Unit Order)","Operator/Pedestrian Contrib Factor (excl None, Other, No Contrib Factors)","Most Harmful Event (Crash Level)"
1,1,"Atlanta Police Department","03/05/2022","North Ave Ne and Argonne Ave Ne","(A) Suspected Serious Injury","Dark-Lighted","On Roadway - Roadway Intersection","Rear End","Argonne Ave Ne","Dry","01:24:00","[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""None Used""]","Clear",0,33.771284,-84.377771,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion"",""Motor Vehicle in Motion"",""Pedal-Cycle""]",,"[""Motor Vehicle in Motion"",""Motor Vehicle in Motion"",""Motor Vehicle in Motion"",""Pedal-Cycle""]"
2,0,"Atlanta Police Department","03/06/2022","Juniper St Ne and Ponce De Leon Ave Ne","(A) Suspected Serious Injury","Dark-Lighted","On Roadway - Driveway Intersection","Not a Collision with Motor Vehicle","Ponce De Leon Ave Ne","Dry","01:20:00","[""Lap and Shoulder Belt Used"",""None Used"",""None Used""]","Cloudy",0,33.772431,-84.383304,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Pedal-Cycle""]","Disregard Other Traffic Control","[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
0,1,"Atlanta Police Department","03/06/2022","Cato St Nw and Hollywood Rd Nw","(B) Suspected Minor/Visible Injury","Daylight","On Roadway - Driveway Intersection","Not a Collision with Motor Vehicle","Hollywood Rd Nw","Dry","14:30:00","[""Lap and Shoulder Belt Used"",""None Used""]","Clear",0,33.78124,-84.455831,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Pedal-Cycle""]","Disregard Other Traffic Control","[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
0,0,"Atlanta Police Department","03/10/2022","Peachtree Pl Ne and Peachtree St Ne","(O) No Injury","Daylight","On Roadway - In Crosswalk","Not a Collision with Motor Vehicle","Peachtree St Ne","Dry","13:30:00","[""Unknown"",""None Used""]","Clear",0,33.780775,-84.384094,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Wrong Side of Road"",""Failure to Yield""]","[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
0,1,"Emory Police Department","03/10/2022","Cdc Pkwy and Clifton Rd","(B) Suspected Minor/Visible Injury","Daylight","On Roadway - Bicycle Lane","Not a Collision with Motor Vehicle","Cdc Pkwy","Dry","13:30:00","[""Lap and Shoulder Belt Used"",""Bicycle Helmet""]","Clear",0,33.800877,-84.329252,"Atlanta","DEKALB","[""Motor Vehicle in Motion"",""Pedal-Cycle""]","Failure to Yield","[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
0,0,"Atlanta Police Department","03/19/2022","Memorial Dr Se and Maynard Ter Se","(C) Possible Injury / Complaint","Dark-Lighted","On Roadway - Non-Intersection","Not a Collision with Motor Vehicle","Maynard Ter Se","Dry","20:46:00","[""Unknown"",""Unknown""]","Clear",0,33.747039,-84.333239,"Atlanta","DEKALB","[""Pedal-Cycle"",""Motor Vehicle in Motion""]","Under the Influence (U.I.)","[""Pedal-Cycle"",""Pedal-Cycle""]"
0,1,"Atlanta Police Department","03/23/2022","Highland Ave Ne and Central Park Pl Ne","(B) Suspected Minor/Visible Injury","Daylight","On Roadway - Non-Intersection","Not a Collision with Motor Vehicle","Central Park Pl Ne","Dry","10:00:00","[""None Used"",""Unknown""]","Clear",0,33.761988,-84.377866,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","Failure to Yield","[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
0,1,"Atlanta Police Department","03/25/2022","North Ave Ne and N Angier Ave Ne","(B) Suspected Minor/Visible Injury","Dawn","On Roadway - Driveway Intersection","Not a Collision with Motor Vehicle","North Ave Ne","Dry","19:32:00","[""None Used"",""None Used""]","Clear",0,33.771132,-84.365011,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",,"[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
0,1,"Atlanta Police Department","04/08/2022","Whitefoord Ave Ne and Hosea L Williams Dr Ne","(B) Suspected Minor/Visible Injury","Dark-Lighted","On Roadway - Bicycle Lane","Not a Collision with Motor Vehicle","Hosea L Williams Dr Ne","Dry","23:30:00","[""Unknown"",""Unknown""]","Clear",0,33.753433,-84.342439,"Atlanta","DEKALB","[""Pedal-Cycle"",""Motor Vehicle in Motion""]",,"[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
0,1,"Atlanta Police Department","04/09/2022","Glen Iris Dr Ne and Ponce De Leon Ave Ne","(B) Suspected Minor/Visible Injury","Daylight","On Roadway - Roadway Intersection","Not a Collision with Motor Vehicle","Ponce De Leon Ave Ne","Dry","19:00:00","[""Unknown"",""None Used""]","Clear",0,33.773507,-84.367683,"Atlanta","FULTON","[""Pedal-Cycle"",""Pedal-Cycle""]","Not Visible (Object, Person, or Vehicle)","[""Pedal-Cycle"",""Pedal-Cycle""]"
1,0,"Atlanta Police Department","04/12/2022","Seminole Ave Ne and Ponce De Leon Ave Ne","(A) Suspected Serious Injury","Dark-Lighted","On Roadway - Non-Intersection","Not a Collision with Motor Vehicle","Ponce De Leon Ave Ne","Dry","22:30:00","[""Lap and Shoulder Belt Used"",""Bicycle Helmet""]","Clear",0,33.773837,-84.350028,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Pedal-Cycle""]","Not Visible (Object, Person, or Vehicle)","[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
0,0,"Atlanta Police Department","04/12/2022","Monroe Dr Ne and Rock Springs Rd Ne","(C) Possible Injury / Complaint","Daylight","On Roadway - In Crosswalk","Not a Collision with Motor Vehicle","Rock Springs Rd Ne","Dry","09:03:00","[""Unknown"",""None Used""]","Clear",0,33.805529,-84.374611,"Atlanta","FULTON","[""Other Object (Not Fixed)"",""Pedal-Cycle""]","Failure to Yield","[""Other Object (Not Fixed)"",""Pedal-Cycle""]"
0,2,"Atlanta Police Department","04/20/2022","10Th St Ne and Monroe Dr Ne","(B) Suspected Minor/Visible Injury","Daylight","On Roadway - In Crosswalk","Not a Collision with Motor Vehicle","Monroe Dr Ne","Dry","12:11:00","[""Lap and Shoulder Belt Used"",""Bicycle Helmet""]","Clear",0,33.781231,-84.368847,"Atlanta","FULTON","[""Pedal-Cycle"",""Motor Vehicle in Motion""]","Not Visible (Object, Person, or Vehicle)","[""Utility Pole"",""Pedal-Cycle""]"
0,0,"Atlanta Police Department","04/22/2022","Westland Blvd Nw and Martin Luther King Jr Dr Sw","(C) Possible Injury / Complaint","Daylight","On Roadway - Roadway Intersection","Not a Collision with Motor Vehicle","Westland Blvd Nw","Dry","17:17:00","[""Unknown"",""Bicycle Helmet""]","Clear",0,33.753644,-84.472901,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",,"[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
0,0,"Atlanta Police Department","04/22/2022","11Th St Nw and Northside Dr Nw","(C) Possible Injury / Complaint","Daylight","On Roadway - Roadway Intersection","Not a Collision with Motor Vehicle","11Th St Nw","Dry","18:00:00","Bicycle Helmet","Clear",0,33.782959,-84.407469,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Pedal-Cycle""]","Changed Lanes Improperly","[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
0,1,"Atlanta Police Department","04/26/2022","Bennett St Nw and Peachtree Park Dr Ne","(B) Suspected Minor/Visible Injury","Dawn","On Roadway - Roadway Intersection","Not a Collision with Motor Vehicle","Bennett St Nw","Dry","06:30:00","[""None Used"",""Lap and Shoulder Belt Used""]","Cloudy",0,33.812286,-84.392269,"Atlanta","FULTON","[""Pedal-Cycle"",""Motor Vehicle in Motion""]","Disregard Stop Sign/Signal","[""Pedal-Cycle"",""Motor Vehicle in Motion""]"
1,0,"Atlanta Police Department","04/28/2022","Ozburn Rd Nw and Donald Lee Hollowell Pkwy Nw","(A) Suspected Serious Injury","Daylight","On Roadway - Non-Intersection","Not a Collision with Motor Vehicle","Donald Lee Hollowell Pkwy Nw","Dry","17:30:00","[""Unknown"",""Unknown""]","Clear",0,33.777283,-84.475976,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","Reckless Driving","[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
0,0,"Atlanta Police Department","04/29/2022","I-20 W and Windsor St Sw","(C) Possible Injury / Complaint","Daylight","On Roadway - Roadway Intersection","Not a Collision with Motor Vehicle","Windsor St Sw","Dry","12:00:00","[""Lap and Shoulder Belt Used"",""None Used""]","Clear",0,33.745837,-84.397827,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",,"[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
0,1,"Atlanta Police Department","05/01/2022","Mozley Pl Sw and Laurel Ave Sw","(B) Suspected Minor/Visible Injury","Dawn","Off Roadway - Sidewalk","Not a Collision with Motor Vehicle","Laurel Ave Sw","Dry","19:51:00","[""Unknown"",""None Used""]","Clear",0,33.751338,-84.440234,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Pedal-Cycle""]","Inattentive or Other Distraction (Distracted)","[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
0,0,"Atlanta Police Department","05/09/2022","Somerset Ter Ne and Ponce De Leon Ave Ne","(C) Possible Injury / Complaint","Daylight","Off Roadway","Not a Collision with Motor Vehicle","Ponce De Leon Ave Ne","Dry","08:53:00","[""Lap and Shoulder Belt Used"",""None Used""]","Clear",0,33.773804,-84.362186,"Atlanta","FULTON","[""Other Object (Not Fixed)"",""Pedal-Cycle""]",,"[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
0,0,"Atlanta Police Department","05/09/2022","Courtland St Ne and Renaissance Pkwy Ne","(C) Possible Injury / Complaint","Dusk","On Roadway - Roadway Intersection","Not a Collision with Motor Vehicle","Renaissance Pkwy Ne","Dry","21:45:00","[""Unknown"",""Unknown""]","Clear",0,33.768611,-84.384046,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Pedal-Cycle""]","Disregard Other Traffic Control","[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
0,0,"Atlanta Police Department","05/12/2022","Northside Dr Nw and Northside Cir Nw","(C) Possible Injury / Complaint","Daylight","On Roadway - Roadway Intersection","Not a Collision with Motor Vehicle","Northside Dr Nw","Dry","19:00:00","[""Unknown"",""Unknown"",""Unknown""]","Clear",0,33.797254,-84.407846,"Atlanta","FULTON","[""Pedal-Cycle"",""Motor Vehicle in Motion""]","Disregard Other Traffic Control","[""Pedal-Cycle"",""Motor Vehicle in Motion""]"
1,0,"Atlanta Police Department","05/14/2022","Lee St Sw and W Whitehall St Sw","(A) Suspected Serious Injury","Dark-Lighted","On Roadway - Railroad Crossing","Not a Collision with Motor Vehicle","Lee St Sw","Dry","20:00:00","[""Lap and Shoulder Belt Used"",""None Used""]","Clear",0,33.732124,-84.413813,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",,"[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
1,0,"Atlanta Police Department","05/14/2022","Lawton St Sw and Lucile Ave Sw","(A) Suspected Serious Injury","Daylight","On Roadway - Roadway Intersection","Not a Collision with Motor Vehicle","Lucile Ave Sw","Dry","17:30:00","[""None Used"",""Unknown""]","Clear",0,33.742294,-84.423344,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Failure to Yield"",""Failure to Yield""]","[""Pedal-Cycle"",""Motor Vehicle in Motion""]"
0,0,"Atlanta Police Department","05/16/2022","Piedmont Ave Ne and John Wesley Dobbs Ave Ne","(O) No Injury","Dusk","On Roadway - Roadway Intersection","Not a Collision with Motor Vehicle","Piedmont Ave Ne","Dry","19:30:00","[""Unknown"",""Unknown""]","Clear",0,33.756999,-84.38223,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","Improper Turn","[""Pedal-Cycle"",""Motor Vehicle in Motion""]"
0,1,"Atlanta Police Department","05/16/2022","Portland Ave Se and Moreland Ave Se","(B) Suspected Minor/Visible Injury","Daylight","On Roadway - Non-Intersection","Not a Collision with Motor Vehicle","Moreland Ave Se","Dry","11:17:00","[""None Used"",""Lap and Shoulder Belt Used""]","Clear",0,33.739158,-84.349278,"Atlanta","FULTON","[""Pedal-Cycle"",""Motor Vehicle in Motion""]","Changed Lanes Improperly","[""Pedal-Cycle"",""Motor Vehicle in Motion""]"
0,1,"Atlanta Police Department","05/17/2022","Mortimer Pl Se and Mortimer St Se","(B) Suspected Minor/Visible Injury","Daylight","On Roadway - Roadway Intersection","Not a Collision with Motor Vehicle","Mortimer St Se","Dry","17:15:00","[""Lap and Shoulder Belt Used"",""None Used""]","Clear",0,33.750204,-84.348126,"Atlanta","DEKALB","[""Motor Vehicle in Motion"",""Pedal-Cycle""]",,"[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
0,0,"Atlanta Police Department","05/21/2022","8Th St Nw and Spring St Nw","(C) Possible Injury / Complaint","Dark-Lighted","On Roadway - In Crosswalk","Not a Collision with Motor Vehicle","Spring St Nw","Dry","21:11:00","None Used","Clear",0,33.779542,-84.388816,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Pedal-Cycle""]","Failure to Yield","[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
0,0,"Atlanta Police Department","05/22/2022","17Th St Ne and W Peachtree St Ne","(C) Possible Injury / Complaint","Daylight","On Roadway - Roadway Intersection","Not a Collision with Motor Vehicle","17Th St Ne","Dry","18:25:00","[""Lap and Shoulder Belt Used"",""None Used""]","Clear",0,33.791938,-84.387768,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Pedal-Cycle""]","[""Failure to Yield"",""Changed Lanes Improperly""]","[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
1,0,"Atlanta Police Department","05/25/2022","Ormond St Se and Fraser St Se","(A) Suspected Serious Injury","Daylight","On Roadway - Driveway Intersection","Not a Collision with Motor Vehicle","Fraser St Se","Dry","07:00:00","[""Lap and Shoulder Belt Used"",""Bicycle Helmet""]","Clear",0,33.731705,-84.386325,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Pedal-Cycle""]","Wrong Side of Road","[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
0,0,"Atlanta Police Department","06/01/2022","Mollie St Se and Estoria St Se","(O) No Injury","Daylight","On Roadway - Non-Intersection","Not a Collision with Motor Vehicle","Estoria St Se","Dry","17:08:00","[""Unknown"",""None Used""]","Clear",0,33.749135,-84.363119,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",,"[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
0,1,"Atlanta Police Department","06/03/2022","Ponce De Leon Ct Ne and Ponce De Leon Ave Ne","(B) Suspected Minor/Visible Injury","Daylight","On Roadway - Bicycle Lane","Not a Collision with Motor Vehicle","Ponce De Leon Ave Ne","Dry","15:20:00","[""Unknown"",""Bicycle Helmet""]","Clear",0,33.7736,-84.368247,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","Failure to Yield","[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
0,1,"Atlanta Police Department","06/03/2022","Beechwood Blvd Sw and Willowbrook Dr Sw","(B) Suspected Minor/Visible Injury","Daylight","On Roadway - Non-Intersection","Not a Collision with Motor Vehicle","Willowbrook Dr Sw","Dry","20:10:00","[""Unknown"",""None Used""]","Clear",0,33.71303,-84.446815,"Atlanta","FULTON","[""Pedal-Cycle"",""Pedal-Cycle""]","Inattentive or Other Distraction (Distracted)","[""Pedal-Cycle"",""Pedal-Cycle""]"
0,1,"Atlanta Police Department","06/03/2022","Boulevard Ne and John Lewis Freedom Pkwy Ne","(B) Suspected Minor/Visible Injury","Daylight","On Roadway - Non-Intersection","Not a Collision with Motor Vehicle","John Lewis Freedom Pkwy Ne","Dry","12:09:00","[""Shoulder Belt Only Used"",""None Used""]","Clear",0,33.760098,-84.372068,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Pedal-Cycle""]","[""Disregard Stop Sign/Signal"",""Disregard Stop Sign/Signal""]","[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
0,2,"Atlanta Police Department","06/04/2022","Fair St Sw and Peters St Sw","(B) Suspected Minor/Visible Injury","Daylight","On Roadway - Roadway Intersection","Not a Collision with Motor Vehicle","Fair St Sw","Dry","12:30:00","[""Lap and Shoulder Belt Used"",""Bicycle Helmet"",""Unknown""]","Clear",0,33.747958,-84.401188,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Pedal-Cycle"",""Pedal-Cycle""]",,"[""Motor Vehicle in Motion"",""Pedal-Cycle"",""Pedal-Cycle""]"
0,0,"Atlanta Police Department","06/09/2022","Pine St Nw and Luckie St Nw","(C) Possible Injury / Complaint","Daylight","On Roadway - Driveway Intersection","Not a Collision with Motor Vehicle","Pine St Nw","Dry","12:30:00","[""Lap and Shoulder Belt Used"",""None Used""]","Clear",0,33.767846,-84.396096,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Pedal-Cycle""]","Failure to Yield","[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
0,0,"Atlanta Police Department","06/09/2022","Memorial Dr Se and Flat Shoals Ave Se","(O) No Injury","Dark-Lighted","On Roadway - Roadway Intersection","Not a Collision with Motor Vehicle","Flat Shoals Ave Se","Dry","21:44:00","[""Unknown"",""Unknown""]","Clear",0,33.747356,-84.35039,"Atlanta","FULTON","[""Pedal-Cycle"",""Motor Vehicle in Motion""]","Disregard Stop Sign/Signal","[""Pedal-Cycle"",""Motor Vehicle in Motion""]"
0,0,"Atlanta Police Department","06/09/2022","Gibson St Se and Bill Kennedy Way Se","(O) No Injury","Daylight","On Roadway - In Crosswalk","Not a Collision with Motor Vehicle","Bill Kennedy Way Se","Dry","17:30:00","[""Unknown"",""Unknown""]","Cloudy",0,33.744053,-84.358229,"Atlanta","FULTON","[""Pedal-Cycle"",""Pedal-Cycle""]","Improper Backing","[""Pedal-Cycle"",""Pedal-Cycle""]"
0,0,"Atlanta Police Department","06/09/2022","Seminole Ave Ne and Moreland Ave Ne","(C) Possible Injury / Complaint","Daylight","Off Roadway - Sidewalk","Not a Collision with Motor Vehicle","Moreland Ave Ne","Dry","17:35:00","[""Unknown"",""Unknown""]","Clear",0,33.766424,-84.349059,"Atlanta","FULTON","[""Pedal-Cycle"",""Motor Vehicle in Motion""]","Wrong Side of Road","[""Pedal-Cycle"",""Motor Vehicle in Motion""]"
0,0,"Atlanta Police Department","06/12/2022","Oakland Dr Sw and Campbellton Rd Sw","(O) No Injury","Dark-Not Lighted","On Roadway - Roadway Intersection","Not a Collision with Motor Vehicle","Campbellton Rd Sw","Dry","01:42:00","[""Unknown"",""Unknown""]","Clear",0,33.717606,-84.427428,"Atlanta","FULTON","[""Pedal-Cycle"",""Pedal-Cycle""]",,"[""Pedal-Cycle"",""Pedal-Cycle""]"
0,1,"Atlanta Police Department","06/14/2022","Foxcroft Rd Nw and Rembrandt Rd Nw","(B) Suspected Minor/Visible Injury","Daylight","On Roadway - Roadway Intersection","Not a Collision with Motor Vehicle","Foxcroft Rd Nw","Dry","19:40:00","[""Unknown"",""Unknown""]","Clear",0,33.851681,-84.418174,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","Wrong Side of Road","[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
0,1,"Atlanta Police Department","06/14/2022","Peachtree Center Ave Ne and John Wesley Dobbs Ave Ne","(B) Suspected Minor/Visible Injury","Daylight","On Roadway - Non-Intersection","Not a Collision with Motor Vehicle","Peachtree Center Ave Ne","Dry","18:32:00","[""Lap and Shoulder Belt Used"",""None Used""]","Clear",0,33.757543,-84.386097,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","Misjudged Clearance","[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
1,0,"Atlanta Police Department","06/17/2022","Bonaventure Ave Ne and Ponce De Leon Ave Ne","(A) Suspected Serious Injury","Dark-Not Lighted","On Roadway - Non-Intersection","Not a Collision with Motor Vehicle","Ponce De Leon Ave Ne","Dry","03:57:00","[""None Used"",""Unknown""]","Clear",0,33.773807,-84.360731,"Atlanta","FULTON","[""Pedal-Cycle"",""Motor Vehicle in Motion""]","Wrong Side of Road","[""Pedal-Cycle"",""Motor Vehicle in Motion""]"
0,1,"Atlanta Police Department","06/21/2022","17Th St Ne and W Peachtree St Ne","(B) Suspected Minor/Visible Injury","Daylight","On Roadway - Non-Intersection","Not a Collision with Motor Vehicle","W Peachtree St Ne","Dry","13:00:00","[""Unknown"",""None Used""]","Clear",0,33.791487,-84.387771,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","Following Too Close","[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
1,0,"Atlanta Police Department","06/22/2022","Ellis St Ne and Peachtree Center Ave Ne","(A) Suspected Serious Injury","Daylight","On Roadway - Collector Distributor (CD)","Not a Collision with Motor Vehicle","Peachtree Center Ave Ne","Dry","17:30:00","[""None Used"",""Lap and Shoulder Belt Used""]","Clear",0,33.758418,-84.38607,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Disregard Other Traffic Control"",""Disregard Other Traffic Control""]","[""Pedal-Cycle"",""Motor Vehicle in Motion""]"
0,1,"Atlanta Police Department","06/24/2022","Piedmont Ave Ne and E Morningside Dr Ne","(B) Suspected Minor/Visible Injury","Dark-Lighted","On Roadway - Non-Intersection","Not a Collision with Motor Vehicle","Piedmont Ave Ne","Dry","19:00:00","[""Lap and Shoulder Belt Used"",""Bicycle Helmet""]","Clear",0,33.796931,-84.368852,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",,"[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
0,0,"Atlanta Police Department","07/08/2022","Decatur St Se and Peachtree St Ne","(C) Possible Injury / Complaint","Daylight","On Roadway - In Crosswalk","Not a Collision with Motor Vehicle","Decatur St Se","Dry","12:53:00","[""Lap and Shoulder Belt Used"",""None Used""]","Clear",0,33.754288,-84.389716,"Atlanta","FULTON","[""Pedal-Cycle"",""Pedal-Cycle""]","Disregard Other Traffic Control","[""Pedal-Cycle"",""Pedal-Cycle""]"
0,0,"Atlanta Police Department","07/17/2022","Neal St Nw and Paines Ave Nw","(C) Possible Injury / Complaint","Dark-Lighted","On Roadway - Roadway Intersection","Not a Collision with Motor Vehicle","Neal St Nw","Dry","21:00:00","[""Unknown"",""Unknown"",""None Used""]","Clear",0,33.766441,-84.41469,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Pedal-Cycle""]","Disregard Stop Sign/Signal","[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
0,1,"Atlanta Police Department","07/17/2022","7Th St Ne and Charles Allen Dr Ne","(B) Suspected Minor/Visible Injury","Daylight","On Roadway - Non-Intersection","Not a Collision with Motor Vehicle","Charles Allen Dr Ne","Dry","17:00:00","[""Lap and Shoulder Belt Used"",""Unknown""]","Clear",0,33.77847,-84.37277,"Atlanta","FULTON","[""Pedal-Cycle"",""Motor Vehicle in Motion""]",,"[""Pedal-Cycle"",""Pedal-Cycle""]"
0,0,"Atlanta Police Department","07/18/2022","Beverly Rd Ne and Peachtree St Ne","(C) Possible Injury / Complaint","Dark-Lighted","On Roadway - Roadway Intersection","Not a Collision with Motor Vehicle","Beverly Rd Ne","Dry","20:15:00","[""Lap and Shoulder Belt Used"",""Bicycle Helmet""]","Clear",0,33.796722,-84.387909,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Pedal-Cycle""]","Improper Turn","[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
0,1,"Atlanta Police Department","07/22/2022","10Th St Ne and Piedmont Ave Ne","(B) Suspected Minor/Visible Injury","Daylight","On Roadway - In Crosswalk","Not a Collision with Motor Vehicle","Piedmont Ave Ne","Dry","10:03:00","[""Lap and Shoulder Belt Used"",""None Used""]","Clear",0,33.781782,-84.380405,"Atlanta","FULTON","[""Other Object (Not Fixed)"",""Motor Vehicle in Motion""]","[""Disregard Other Traffic Control"",""Disregard Stop Sign/Signal"",""Wrong Side of Road""]","[""Other Object (Not Fixed)"",""Pedal-Cycle""]"
0,1,"Atlanta Police Department","07/22/2022","14Th St Ne and Juniper St Ne","(B) Suspected Minor/Visible Injury","Daylight","On Roadway - In Crosswalk","Not a Collision with Motor Vehicle","Juniper St Ne","Dry","13:40:00","[""Unknown"",""None Used""]","Clear",0,33.786464,-84.382164,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Pedal-Cycle""]","Failure to Yield","[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
1,0,"Atlanta Police Department","07/28/2022","Dekalb Ave Ne and Ridgecrest Rd Ne","(A) Suspected Serious Injury","Daylight","On Roadway - Roadway Intersection","Not a Collision with Motor Vehicle","Ridgecrest Rd Ne","Dry","14:12:00","[""Unknown"",""Unknown""]","Clear",0,33.764624,-84.317021,"Atlanta","DEKALB","[""Motor Vehicle in Motion"",""Pedal-Cycle""]",,"[""Pedal-Cycle"",""Pedal-Cycle""]"
0,1,"Atlanta Police Department","07/31/2022","Glen Iris Dr Ne and Ponce De Leon Ave Ne","(B) Suspected Minor/Visible Injury","Daylight","On Roadway - Roadway Intersection","Not a Collision with Motor Vehicle","Ponce De Leon Ave Ne","Dry","17:39:00","[""Lap and Shoulder Belt Used"",""Bicycle Helmet""]","Clear",0,33.773507,-84.367683,"Atlanta","FULTON","[""Other Object (Not Fixed)"",""Pedal-Cycle""]","Failure to Yield","[""Other Object (Not Fixed)"",""Pedal-Cycle""]"
0,1,"Atlanta Police Department","07/31/2022","17Th St Nw and Spring St Nw","(B) Suspected Minor/Visible Injury","Dark-Lighted","On Roadway - Driveway Intersection","Not a Collision with Motor Vehicle","Spring St Nw","Dry","19:20:00","[""None Used"",""Unknown""]","Clear",0,33.791816,-84.3892,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Failure to Yield"",""Not Visible (Object, Person, or Vehicle)""]","[""Pedal-Cycle"",""Motor Vehicle in Motion""]"
0,0,"Atlanta Police Department","08/01/2022","Harwell Rd Nw and Martin Luther King Jr Dr Sw","(C) Possible Injury / Complaint","Daylight","Off Roadway - Sidewalk","Not a Collision with Motor Vehicle","Martin Luther King Jr Dr Sw","Dry","16:00:00","[""Unknown"",""Unknown""]","Cloudy",0,33.752342,-84.492551,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Pedal-Cycle""]","Failure to Yield","[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
0,0,"Atlanta Police Department","08/02/2022","Moreland Ave Se and Flat Shoals Ave Se","(C) Possible Injury / Complaint","Daylight","On Roadway - In Crosswalk","Not a Collision with Motor Vehicle","Flat Shoals Ave Se","Dry","19:01:00","[""None Used"",""None Used""]","Clear",0,33.743207,-84.34847,"Atlanta","DEKALB","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","Failure to Yield","[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
