"# Serious Injuries","# Visible Injuries","Agency Name (Crash Level) ","Date","Intersection Name (from Crash Report)","KABCO Severity","Light Conditions (Crash Level)","Location at Impact (Crash Level) ","Manner of Collision (Crash Level) ","Roadway (From Crash Report)","Surface Condition (Crash Level) ","Time","Safety Equipment (Crash Level) ","Weather Conditions (Crash Level)","# of Fatalities per Crash","Latitude","Longitude","Geolocated City","Geolocated County","First Harmful Event (Unit Order)","Operator/Pedestrian Contrib Factor (excl None, Other, No Contrib Factors)","Most Harmful Event (Crash Level)"
0,1,"Atlanta Police Department","07/11/2025","Peachtree Center Ave Ne and John Wesley Dobbs Ave Ne","(B) Suspected Minor/Visible Injury","Dark-Lighted","On Roadway - Roadway Intersection","Not a Collision with Motor Vehicle","John Wesley Dobbs Ave Ne","Dry","00:39:00","[""Lap and Shoulder Belt Used"",""Unknown""]","Clear",0,33.75712086,-84.3861033,"Atlanta","Fulton","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Other Unit Contributed to Crash"",""Disregard Stop Sign/Signal""]","[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
0,2,"Atlanta Police Department","07/16/2025","Peters St Sw and Trenholm St Sw","(B) Suspected Minor/Visible Injury","Dark-Lighted","On Roadway - Roadway Intersection","Not a Collision with Motor Vehicle","Peters St Sw","Dry","21:38:00","[""Unknown"",""Unknown"",""Bicycle Helmet"",""Bicycle Helmet""]","Clear",0,33.74560149,-84.40380586,"Atlanta","Fulton","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Failure to Yield"",""Other Unit Contributed to Crash""]","[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
0,0,"Atlanta Police Department","07/17/2025","Holly St Nw and Donald Lee Hollowell Pkwy Nw","(C) Possible Injury / Complaint","Daylight","On Roadway - Roadway Intersection","Not a Collision with Motor Vehicle","Holly St Nw","Dry","08:45:00","[""Unknown"",""Unknown""]","Clear",0,33.77153195,-84.43759295,"Atlanta","Fulton","[""Motor Vehicle in Motion"",""Pedal-Cycle""]","Failure to Yield","[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
0,0,"Atlanta Police Department","07/19/2025","Marietta St Nw and Ivan Allen Jr Blvd Nw","(O) No Injury","Daylight","On Roadway - Managed Lane (HOV, HOT, Reversible)","Not a Collision with Motor Vehicle","Marietta St Nw","Dry","14:50:00","Unknown","Cloudy",0,33.76431874,-84.39725955,"Atlanta","Fulton","[""Other Object (Not Fixed)"",""Pedal-Cycle""]","Other Unit Contributed to Crash","Pedal-Cycle"
0,1,"Atlanta Police Department","07/20/2025","Peachtree St Ne and Edgewood Ave Ne","(B) Suspected Minor/Visible Injury","Daylight","On Roadway - Roadway Intersection","Not a Collision with Motor Vehicle","Edgewood Ave Ne","Dry","18:40:00","[""Unknown"",""None Used""]","Clear",0,33.75450818,-84.38962174,"Atlanta","Fulton","[""Motor Vehicle in Motion"",""Pedal-Cycle""]","[""Disregard Other Traffic Control"",""Improper Turn"",""Wrong Side of Road""]","[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
0,0,"Atlanta Police Department","07/25/2025","Gould St Se and Charleston Ave Se","(C) Possible Injury / Complaint","Daylight","On Roadway - Roadway Intersection","Not a Collision with Motor Vehicle","Gould St Se","Dry","19:32:00","[""Lap and Shoulder Belt Used"",""None Used""]","Clear",0,33.70664999,-84.37789931,"Atlanta","Fulton","[""Pedal-Cycle"",""Pedestrian""]","[""Other Unit Contributed to Crash"",""Failure to Yield""]","[""Pedestrian"",""Pedal-Cycle""]"
0,0,"Atlanta Police Department","07/26/2025","400 and Peachtree Rd Ne","(O) No Injury","Daylight","On Roadway - Roadway Intersection","Not a Collision with Motor Vehicle","Peachtree Rd Ne","Dry","11:25:00","[""Unknown"",""Unknown""]","Clear",0,33.84711618,-84.36791537,"Atlanta","Fulton","[""Pedestrian"",""Motor Vehicle in Motion""]",,"[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
0,0,"Atlanta Police Department","07/27/2025","Lawton St Sw and Sells Ave Sw","(C) Possible Injury / Complaint","Daylight","On Roadway - Roadway Intersection","Not a Collision with Motor Vehicle","Sells Ave Sw","Dry","16:42:00","[""None Used"",""None Used""]","Clear",0,33.74527753,-84.42331501,"Atlanta","Fulton","[""Pedal-Cycle"",""Motor Vehicle in Motion""]","[""Inattentive or Other Distraction (Distracted)"",""Disregard Stop Sign/Signal""]","[""Pedal-Cycle"",""Pedal-Cycle""]"
1,0,"Atlanta Police Department","07/29/2025","Peachtree Rd Ne and Peachtree Ave Ne","(A) Suspected Serious Injury","Daylight","On Roadway - In Crosswalk","Not a Collision with Motor Vehicle","Peachtree Ave Ne","Dry","17:15:00","[""None Used"",""None Used"",""Lap and Shoulder Belt Used""]","Clear",0,33.83530583,-84.3822229,"Atlanta","Fulton","[""Pedal-Cycle"",""Pedal-Cycle""]","[""Other Unit Contributed to Crash"",""Other Unit Contributed to Crash""]","[""Pedal-Cycle"",""Pedal-Cycle""]"
0,1,"Atlanta Police Department","07/29/2025","Pulliam St Sw and Memorial Dr Sw","(B) Suspected Minor/Visible Injury","Daylight","On Roadway - Bicycle Lane","Not a Collision with Motor Vehicle","Memorial Dr Sw","Dry","12:00:00","[""Unknown"",""Bicycle Helmet""]","Clear",0,33.74692467,-84.39181201,"Atlanta","Fulton","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Inattentive or Other Distraction (Distracted)"",""Other Unit Contributed to Crash""]","[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
0,0,"Atlanta Police Department","07/30/2025","Cypress St Ne and Peachtree Pl Ne","(C) Possible Injury / Complaint","Daylight","On Roadway - Roadway Intersection","Not a Collision with Motor Vehicle","Peachtree Pl Ne","Dry","17:27:00","[""Lap and Shoulder Belt Used"",""Bicycle Helmet""]","Clear",0,33.78076028,-84.38632586,"Atlanta","Fulton","[""Pedal-Cycle"",""Motor Vehicle in Motion""]","No Signal/Improper Signal","[""Pedal-Cycle"",""Pedal-Cycle""]"
0,0,"Atlanta Police Department","07/30/2025","Brook Ter Nw and Creekside Cir Nw","(C) Possible Injury / Complaint","Daylight","Off Roadway","Not a Collision with Motor Vehicle","Brook Ter Nw","Dry","16:40:00","[""Lap and Shoulder Belt Used"",""None Used""]","Clear",0,33.79177256,-84.47467677,"Atlanta","Fulton","[""Pedal-Cycle"",""Pedal-Cycle""]","[""Not Visible (Object, Person, or Vehicle)"",""Other Unit Contributed to Crash"",""Inattentive or Other Distraction (Distracted)""]","[""Pedal-Cycle"",""Pedal-Cycle""]"
0,1,"Atlanta Police Department","07/31/2025","Sherwood St and Moreland Ave Se","(B) Suspected Minor/Visible Injury","Daylight","On Roadway - Roadway Intersection","Not a Collision with Motor Vehicle","Moreland Ave Se","Wet","17:47:00","[""Unknown"",""Unknown""]","Rain",0,33.74383057,-84.34923509,"Atlanta","Fulton","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Disregard Stop Sign/Signal"",""Wrong Side of Road"",""Other Unit Contributed to Crash"",""Wrong Side of Road""]","[""Pedal-Cycle"",""Bridge Overhead Structure""]"
0,0,"Atlanta Police Department","08/01/2025","Northside Pkwy Nw and W Paces Ferry Rd Nw","(C) Possible Injury / Complaint","Daylight","On Roadway - Driveway Intersection","Not a Collision with Motor Vehicle","W Paces Ferry Rd Nw","Dry","08:31:00","[""Unknown"",""Bicycle Helmet""]","Clear",0,33.8492157,-84.42948425,"None","None","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","Failure to Yield","[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
1,0,"Atlanta Police Department","08/02/2025","Main St Nw and Bolton Rd Nw","(A) Suspected Serious Injury","Dark-Lighted","On Roadway - Roadway Intersection","Not a Collision with Motor Vehicle","Bolton Rd Nw","Water (standing or moving)","00:55:00","[""None Used"",""Bicycle Helmet""]","Clear",0,33.81242688,-84.47266114,"None","None","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Failure to Yield"",""Other Unit Contributed to Crash""]","Pedal-Cycle"
0,1,"Atlanta Police Department","08/02/2025","Faulkner Rd Ne and Cheshire Bridge Rd Ne","(B) Suspected Minor/Visible Injury","Dark-Lighted","On Roadway - Driveway Intersection","Not a Collision with Motor Vehicle","Faulkner Rd Ne","Dry","23:37:00","[""Unknown"",""None Used""]","Clear",0,33.81174803,-84.35675842,"None","None","[""Pedestrian"",""Pedal-Cycle""]","Other Unit Contributed to Crash","[""Pedestrian"",""Pedal-Cycle""]"
0,0,"Atlanta Police Department","08/06/2025","Burke Rd Ne and Piedmont Rd Ne","(C) Possible Injury / Complaint","Daylight","On Roadway - Non-Intersection","Not a Collision with Motor Vehicle","Piedmont Rd Ne","Dry","09:19:00","[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","Clear",0,33.83638343,-84.36800758,"None","None","[""Motor Vehicle in Motion"",""Pedal-Cycle""]","[""Other Unit Contributed to Crash"",""Disregard Other Traffic Control""]","[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
0,0,"Atlanta Police Department","08/06/2025","Baker St Nw and Ted Turner Dr Nw","(O) No Injury","Daylight","On Roadway - Roadway Intersection","Not a Collision with Motor Vehicle","Baker St Nw","Dry","13:43:00","[""Lap and Shoulder Belt Used"",""Unknown""]","Clear",0,33.76225663,-84.38901567,"None","None","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","Changed Lanes Improperly","[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
0,1,"Atlanta Police Department","08/06/2025","North Ave Nw and W Peachtree St Nw","(B) Suspected Minor/Visible Injury","Daylight","On Roadway - Roadway Intersection","Not a Collision with Motor Vehicle","W Peachtree St Nw","Dry","16:43:00","[""Lap and Shoulder Belt Used"",""Bicycle Helmet""]","Clear",0,33.77128167,-84.38728953,"None","None","[""Pedal-Cycle"",""Motor Vehicle in Motion""]","[""Other Unit Contributed to Crash"",""Disregard Other Traffic Control""]","[""Pedal-Cycle"",""Pedal-Cycle""]"
0,0,"Atlanta Police Department","08/06/2025","Wieuca Rd Ne and Mountain Way Ne","(C) Possible Injury / Complaint","Daylight","On Roadway - Roadway Intersection","Not a Collision with Motor Vehicle","Mountain Way Ne","Dry","19:03:00","[""Unknown"",""Unknown""]","Clear",0,33.86929114,-84.37215981,"None","None","[""Pedal-Cycle"",""Motor Vehicle in Motion""]","[""Failure to Yield"",""Disregard Stop Sign/Signal""]","[""Pedal-Cycle"",""Motor Vehicle in Motion""]"
0,0,"Georgia Tech Police Department","08/07/2025","Tenth Street and Fowler Street","(O) No Injury","Dark-Lighted","On Roadway - Roadway Intersection","Angle Crash","Tenth Street","Dry","22:03:00","[""None Used"",""Lap and Shoulder Belt Used""]","Clear",0,33.78150443,-84.39354491,"None","None","[""Motor Vehicle in Motion"",""Pedal-Cycle""]","[""Disregard Stop Sign/Signal"",""Other Unit Contributed to Crash""]","[""Pedal-Cycle"",""Pedal-Cycle""]"
0,1,"Atlanta Police Department","08/08/2025","Augusta Ave Se and Cherokee Ave Se","(B) Suspected Minor/Visible Injury","Daylight","On Roadway - In Crosswalk","Not a Collision with Motor Vehicle","Cherokee Ave Se","Dry","07:45:00","Bicycle Helmet","Cloudy",0,33.73377357,-84.37364555,"None","None","[""Pedal-Cycle"",""Motor Vehicle in Motion""]","[""Wrong Side of Road"",""Disregard Other Traffic Control"",""Other Unit Contributed to Crash""]","[""Pedal-Cycle"",""Pedal-Cycle""]"
0,0,"Atlanta Police Department","08/10/2025","I-85 S and Ottley Dr Ne","(O) No Injury","Daylight","On Roadway - Driveway Intersection","Not a Collision with Motor Vehicle","Ottley Dr Ne","Dry","09:00:00","[""Lap and Shoulder Belt Used"",""Bicycle Helmet""]","Clear",0,33.80865458,-84.38129483,"None","None","[""Motor Vehicle in Motion"",""Pedal-Cycle""]","[""Failure to Yield"",""Other Unit Contributed to Crash""]","[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
0,0,"Atlanta Police Department","08/11/2025","1St St Ne and Mayson Ave Ne","(O) No Injury","Daylight","On Roadway - Roadway Intersection","Not a Collision with Motor Vehicle","1St St Ne","Dry","15:02:00","[""None Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","Cloudy",0,33.7596769,-84.33848153,"None","None","[""Motor Vehicle in Motion"",""Pedal-Cycle""]","[""Failure to Yield"",""Other Unit Contributed to Crash""]","[""Pedal-Cycle"",""Pedal-Cycle""]"
0,0,"Atlanta Police Department","08/13/2025","I-75 N and 17Th St Nw","(O) No Injury","Daylight","On Roadway - Roadway Intersection","Not a Collision with Motor Vehicle","17Th St Nw","Dry","12:30:00","[""Lap and Shoulder Belt Used"",""Unknown""]","Clear",0,33.79185698,-84.39056173,"None","None","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Failure to Yield"",""Failure to Yield""]","[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
0,0,"Atlanta Police Department","08/18/2025","Joseph E Lowery Blvd Nw and Martin Luther King Jr Dr Nw","(O) No Injury","Daylight","On Roadway - In Crosswalk","Not a Collision with Motor Vehicle","Joseph E Lowery Blvd Nw","Dry","13:00:00","[""None Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","Clear",0,33.75472868,-84.41759036,"None","None","[""Pedal-Cycle"",""Pedal-Cycle""]","Disregard Stop Sign/Signal","[""Pedal-Cycle"",""Pedal-Cycle""]"
1,0,"Atlanta Police Department","08/18/2025","14Th St Nw and State St Nw","(A) Suspected Serious Injury","Dawn","On Roadway - Roadway Intersection","Not a Collision with Motor Vehicle","State St Nw","Dry","19:00:00","[""Unknown"",""Unknown""]","Clear",0,33.78619288,-84.39873371,"None","None","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",,"[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
0,0,"Georgia Tech Police Department","08/21/2025","Ferst Drive and Atlantic Drive","(O) No Injury","Daylight","On Roadway - Roadway Intersection","Head On","Ferst Drive","Dry","19:38:00","[""Unknown"",""None Used""]","Clear",0,33.77824048,-84.39777468,"None","None","[""Pedal-Cycle"",""Motor Vehicle in Motion""]","[""Other Unit Contributed to Crash"",""Disregard Stop Sign/Signal""]","[""Pedal-Cycle"",""Motor Vehicle in Motion""]"
0,1,"Georgia Tech Police Department","08/21/2025","Fowler and Fourth St Nw","(B) Suspected Minor/Visible Injury","Daylight","On Roadway - Bicycle Lane","Not a Collision with Motor Vehicle","Fourth St Nw","Dry","16:05:00","None Used","Clear",0,33.77592614,-84.39381194,"None","None","Pedal-Cycle",,"Pedal-Cycle"
0,1,"Atlanta Police Department","08/21/2025","Martin St Se and Memorial Dr Se","(B) Suspected Minor/Visible Injury","Daylight","On Roadway - Roadway Intersection","Not a Collision with Motor Vehicle","Martin St Se","Wet","18:00:00","[""Lap and Shoulder Belt Used"",""Unknown""]","Rain",0,33.74690294,-84.38384394,"None","None","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Inattentive or Other Distraction (Distracted)"",""Other Unit Contributed to Crash""]","[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
0,0,"Atlanta Police Department","08/21/2025","Memorial Dr Se and Oakland Ave Se","(C) Possible Injury / Complaint","Daylight","On Roadway - Roadway Intersection","Not a Collision with Motor Vehicle","Oakland Ave Se","Dry","08:48:00","[""Lap and Shoulder Belt Used"",""Bicycle Helmet"",""Child Restraint System (Properly Used)""]","Clear",0,33.74679472,-84.37517779,"None","None","[""Motor Vehicle in Motion"",""Pedal-Cycle""]","[""Failure to Yield"",""Other Unit Contributed to Crash""]","[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
0,0,"Atlanta Police Department","08/22/2025","N Highland Ave Ne and Inman Village Pkwy Ne","(C) Possible Injury / Complaint","Daylight","On Roadway - Roadway Intersection","Not a Collision with Motor Vehicle","N Highland Ave Ne","Dry","17:05:00","None Used","Clear",0,33.76226685,-84.35928899,"None","None","[""Pedal-Cycle"",""Motor Vehicle in Motion""]","[""Following Too Close"",""Other Unit Contributed to Crash""]","[""Pedal-Cycle"",""Motor Vehicle in Motion""]"
0,0,"Atlanta Police Department","08/28/2025","Heard Pl Sw and University Ave Sw","(C) Possible Injury / Complaint","Dark-Lighted","On Roadway - Roadway Intersection","Not a Collision with Motor Vehicle","Heard Pl Sw","Dry","20:00:00","[""Unknown"",""None Used""]","Clear",0,33.72217212,-84.4059346,"None","None","[""Other Object (Not Fixed)"",""Motor Vehicle in Motion""]","[""Improper Passing"",""Changed Lanes Improperly"",""Other Unit Contributed to Crash""]","[""Pedestrian"",""Pedal-Cycle""]"
0,3,"Atlanta Police Department","08/29/2025","Berean Ave Se and Memorial Dr Se","(B) Suspected Minor/Visible Injury","Daylight","On Roadway - Bicycle Lane","Not a Collision with Motor Vehicle","Berean Ave Se","Dry","18:15:00","[""Unknown"",""Unknown"",""Bicycle Helmet"",""Bicycle Helmet""]","Clear",0,33.74668837,-84.36672071,"None","None","[""Motor Vehicle in Motion"",""Pedal-Cycle""]","[""Following Too Close"",""Other Unit Contributed to Crash""]","[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
0,0,"Atlanta Police Department","08/30/2025","Delowe Dr Sw and Campbellton Rd Sw","(C) Possible Injury / Complaint","Daylight","On Roadway - Driveway Intersection","Not a Collision with Motor Vehicle","Delowe Dr Sw","Dry","15:30:00","[""Lap and Shoulder Belt Used"",""None Used""]","Clear",0,33.70592559,-84.45729378,"None","None","[""Motor Vehicle in Motion"",""Pedal-Cycle""]","[""Other Unit Contributed to Crash"",""Aggressive Driving""]","[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
1,0,"Atlanta Police Department","08/31/2025","Charles Allen Dr Ne and Ponce De Leon Ave Ne","(A) Suspected Serious Injury","Daylight","On Roadway - In Crosswalk","Not a Collision with Motor Vehicle","Charles Allen Dr Ne","Dry","16:42:00","[""Unknown"",""Unknown""]","Clear",0,33.77315002,-84.37278441,"None","None","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Wrong Side of Road"",""Other Unit Contributed to Crash""]","[""Pedal-Cycle"",""Motor Vehicle in Motion""]"
